mq2,mq135,label
3.43,18.68,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.55,18.2,0
3.3,18.2,0
3.55,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.55,18.2,0
3.43,18.2,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,19.16,0
3.3,18.2,0
3.3,18.2,0
3.43,18.2,0
3.43,18.68,0
3.43,18.2,0
3.55,18.68,0
3.43,18.2,0
3.43,18.2,0
3.55,18.68,0
3.55,18.68,0
3.43,19.16,0
3.55,18.68,0
3.55,19.16,0
3.43,18.68,0
3.55,18.68,0
3.43,18.68,0
3.43,19.16,0
3.43,18.68,0
3.3,19.16,0
3.43,18.68,0
3.55,18.68,0
3.3,18.68,0
3.3,18.68,0
3.43,19.16,0
3.43,18.68,0
3.3,18.68,0
3.3,19.16,0
3.3,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.66,0
3.43,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,18.68,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,18.68,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,18.68,0
3.43,18.68,0
3.43,19.16,0
3.55,18.68,0
3.43,18.68,0
3.55,18.68,0
3.55,19.16,0
3.43,18.68,0
3.55,19.16,0
3.55,19.16,0
3.55,18.68,0
3.3,18.2,0
3.55,18.68,0
3.43,18.2,0
3.55,18.68,0
3.43,18.2,0
3.3,18.68,0
3.43,18.68,0
3.55,18.2,0
3.43,18.68,0
3.3,18.68,0
3.55,18.2,0
3.3,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.68,0
3.43,18.2,0
3.43,18.2,0
3.55,18.2,0
3.3,18.68,0
3.43,18.68,0
3.3,18.2,0
3.55,18.2,0
3.43,18.2,0
3.43,18.68,0
3.43,19.16,0
3.55,19.16,0
3.43,18.68,0
3.43,18.2,0
3.3,18.2,0
3.3,18.2,0
3.55,18.2,0
3.3,18.68,0
3.55,18.2,0
3.43,18.2,0
3.43,18.68,0
3.3,18.68,0
3.3,18.2,0
3.3,18.2,0
3.3,18.68,0
3.43,18.2,0
3.3,18.2,0
3.43,18.2,0
3.43,19.16,0
3.55,18.2,0
3.43,18.68,0
3.43,18.2,0
3.55,18.2,0
3.55,18.2,0
3.55,18.68,0
3.43,18.68,0
3.3,18.68,0
3.55,18.2,0
3.3,18.68,0
3.55,18.68,0
3.43,18.68,0
3.55,18.2,0
3.43,18.2,0
3.43,18.68,0
3.43,18.68,0
3.55,18.68,0
3.43,18.68,0
3.43,18.2,0
3.55,19.16,0
3.3,18.68,0
3.43,18.2,0
3.43,18.68,0
3.55,18.2,0
3.55,18.68,0
3.55,19.16,0
3.43,19.16,0
3.55,18.68,0
3.43,19.16,0
3.55,18.68,0
3.55,18.68,0
3.43,18.2,0
3.55,18.68,0
3.55,19.16,0
3.43,18.68,0
3.43,18.68,0
3.43,18.68,0
3.43,18.68,0
3.55,18.68,0
3.3,18.68,0
3.43,19.16,0
3.43,18.68,0
3.3,19.16,0
3.43,18.68,0
3.43,18.68,0
3.43,19.16,0
3.43,18.68,0
3.55,19.16,0
3.3,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.3,19.16,0
3.3,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,18.68,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,18.68,0
3.3,19.16,0
3.55,18.68,0
3.55,18.68,0
3.55,19.16,0
3.55,18.68,0
3.3,18.68,0
3.3,18.2,0
3.3,18.68,0
3.43,19.16,0
3.43,18.68,0
3.3,18.68,0
3.43,18.2,0
3.43,19.16,0
3.43,18.68,0
3.43,19.16,0
3.43,18.68,0
3.55,18.68,0
3.43,19.16,0
3.43,18.68,0
3.55,19.16,0
3.43,19.16,0
3.55,18.2,0
3.43,18.68,0
3.55,19.16,0
3.43,19.16,0
3.43,18.68,0
3.55,19.16,0
3.43,18.68,0
3.43,19.16,0
3.43,19.16,0
3.3,18.68,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,18.68,0
3.3,18.68,0
3.55,18.68,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,18.68,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.66,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,20.17,0
3.55,19.16,0
3.43,20.17,0
3.43,19.66,0
3.55,19.66,0
3.55,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,19.66,0
3.55,19.66,0
3.43,20.17,0
3.3,20.17,0
3.43,19.66,0
3.43,19.66,0
3.55,20.17,0
3.3,20.17,0
3.3,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.55,20.69,0
3.43,20.17,0
3.3,20.17,0
3.55,20.17,0
3.43,20.17,0
3.43,20.17,0
3.3,20.17,0
3.3,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.3,20.17,0
3.43,20.17,0
3.3,20.17,0
3.55,20.17,0
3.43,20.17,0
3.55,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.3,20.17,0
3.55,20.17,0
3.3,20.17,0
3.55,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,19.66,0
3.55,20.17,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,19.66,0
3.43,19.66,0
3.55,20.17,0
3.3,20.17,0
3.55,20.17,0
3.43,20.17,0
3.55,20.17,0
3.43,20.17,0
3.3,19.66,0
3.43,20.17,0
3.43,19.66,0
3.43,19.66,0
3.43,20.17,0
3.55,20.17,0
3.43,20.17,0
3.3,19.66,0
3.3,19.16,0
3.55,20.17,0
3.43,19.66,0
3.43,20.17,0
3.3,20.17,0
3.43,19.66,0
3.3,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,19.16,0
3.3,20.17,0
3.43,20.17,0
3.55,20.17,0
3.3,20.17,0
3.43,19.66,0
3.3,20.17,0
3.43,19.66,0
3.43,19.66,0
3.3,19.66,0
3.3,19.16,0
3.43,19.66,0
3.43,19.66,0
3.43,19.66,0
3.3,20.17,0
3.43,20.17,0
3.43,19.66,0
3.43,20.17,0
3.43,19.66,0
3.3,20.17,0
3.55,20.17,0
3.3,19.66,0
3.43,20.17,0
3.43,19.16,0
3.55,20.17,0
3.43,20.17,0
3.43,19.66,0
3.43,20.17,0
3.43,19.16,0
3.43,20.17,0
3.43,19.66,0
3.43,20.17,0
3.55,19.16,0
3.55,20.17,0
3.55,19.66,0
3.43,20.17,0
3.55,20.17,0
3.3,19.16,0
3.43,19.66,0
3.43,19.16,0
3.55,20.17,0
3.3,19.16,0
3.43,19.66,0
3.43,19.66,0
3.55,19.66,0
3.55,20.17,0
3.43,19.66,0
3.43,20.17,0
3.43,19.66,0
3.43,19.66,0
3.55,19.66,0
3.43,19.16,0
3.55,19.66,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.66,0
3.55,19.66,0
3.55,19.66,0
3.55,19.66,0
3.43,20.17,0
3.55,19.66,0
3.55,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,20.17,0
3.55,20.17,0
3.43,20.17,0
3.3,20.17,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.3,20.17,0
3.43,20.17,0
3.55,20.17,0
3.3,20.17,0
3.43,19.66,0
3.55,20.17,0
3.43,20.17,0
3.3,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,20.17,0
3.3,20.17,0
3.3,20.17,0
3.43,19.66,0
3.55,20.17,0
3.55,20.17,0
3.55,20.17,0
3.55,20.17,0
3.3,19.66,0
3.3,20.17,0
3.43,19.66,0
3.43,19.66,0
3.55,20.17,0
3.55,20.17,0
3.43,20.69,0
3.55,20.17,0
3.43,19.66,0
3.43,20.17,0
3.43,20.17,0
3.55,19.66,0
3.55,19.66,0
3.55,19.16,0
3.43,19.66,0
3.55,19.66,0
3.43,19.16,0
3.55,19.66,0
3.55,19.66,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,18.68,0
3.55,19.16,0
3.3,18.68,0
3.3,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.3,19.16,0
3.55,18.68,0
3.43,18.68,0
3.43,19.16,0
3.55,18.68,0
3.55,18.68,0
3.43,18.68,0
3.3,19.16,0
3.43,19.16,0
3.3,19.16,0
3.55,18.68,0
3.43,18.68,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,18.68,0
3.43,19.16,0
3.43,18.68,0
3.43,19.16,0
3.43,19.16,0
3.43,18.68,0
3.43,19.16,0
3.3,18.68,0
3.43,18.68,0
3.3,18.68,0
3.3,18.68,0
3.43,18.2,0
3.55,19.16,0
3.43,18.2,0
3.43,18.2,0
3.55,18.68,0
3.43,18.2,0
3.55,18.68,0
3.55,18.2,0
3.43,18.68,0
3.43,18.2,0
3.55,19.16,0
3.43,18.2,0
3.55,18.68,0
3.55,18.68,0
3.55,18.68,0
3.55,18.2,0
3.55,19.16,0
3.3,19.16,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.2,0
3.43,18.68,0
3.3,18.2,0
3.3,18.2,0
3.43,18.2,0
3.43,18.2,0
3.3,18.2,0
3.3,18.2,0
3.3,18.2,0
3.55,18.2,0
3.43,18.2,0
3.55,18.2,0
3.55,18.68,0
3.55,18.2,0
3.3,18.2,0
3.43,18.2,0
3.55,18.2,0
3.43,18.2,0
3.55,18.2,0
3.55,18.68,0
3.43,18.2,0
3.43,18.2,0
3.43,18.68,0
3.43,18.2,0
3.55,18.2,0
3.55,18.68,0
3.43,18.2,0
3.43,18.68,0
3.55,18.68,0
3.43,19.16,0
3.55,18.68,0
3.43,18.68,0
3.43,18.68,0
3.3,18.2,0
3.3,18.68,0
3.55,18.2,0
3.55,18.68,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.3,19.16,0
3.43,18.68,0
3.43,18.68,0
3.3,19.16,0
3.55,18.68,0
3.55,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.43,19.16,0
3.3,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.16,0
3.43,19.16,0
3.55,19.16,0
3.55,19.16,0
3.43,19.66,0
3.43,19.16,0
3.55,19.66,0
3.43,19.66,0
3.55,19.16,0
3.43,19.66,0
3.43,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,20.17,0
3.55,19.66,0
3.55,19.66,0
3.43,20.17,0
3.43,20.17,0
3.55,20.17,0
3.43,20.17,0
3.43,20.17,0
3.43,20.17,0
3.55,20.17,0
3.43,20.17,0
3.3,20.17,0
3.3,20.17,0
3.55,20.17,0
3.55,20.17,0
3.55,20.17,0
3.55,20.17,0
3.43,20.17,0
3.55,20.69,0
3.55,20.17,0
3.55,20.69,0
3.55,20.69,0
3.55,21.23,0
3.55,20.69,0
3.55,20.17,0
3.55,20.69,0
3.55,20.69,0
3.55,21.23,0
3.55,21.23,0
3.55,20.69,0
3.43,20.69,0
3.55,21.23,0
3.43,21.23,0
3.55,20.69,0
3.55,20.69,0
3.43,20.69,0
3.43,21.23,0
3.43,20.69,0
3.55,21.23,0
3.43,21.23,0
3.55,21.23,0
3.55,21.23,0
3.55,21.23,0
3.55,21.23,0
3.55,21.23,0
3.55,21.23,0
3.55,21.23,0
3.55,21.23,0
3.43,21.23,0
3.55,21.23,0
3.55,21.23,0
3.43,21.23,0
3.55,21.23,0
3.43,21.23,0
3.43,21.23,0
3.55,21.23,0
3.55,21.23,0
3.43,21.23,0
3.43,21.77,0
3.55,22.32,0
3.55,21.23,0
3.55,21.23,0
3.55,21.77,0
3.55,21.23,0
3.55,21.77,0
3.43,22.32,0
3.55,21.23,0
3.55,21.77,0
3.55,21.77,0
3.55,21.23,0
3.55,21.23,0
3.55,21.77,0
3.55,21.23,0
3.55,21.77,0
3.55,21.23,0
3.55,21.77,0
3.55,21.77,0
3.55,21.23,0
3.43,21.77,0
3.43,22.32,0
3.55,21.77,0
3.55,21.77,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
3.68,22.32,0
3.55,22.32,0
3.43,22.32,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
3.55,22.32,0
